Alter;Einkommen;Preis;Geschlecht;Zeit;KundeNr;Modell;Quartal
58;60549.0;95376.05;0.0;44.0;K1081;E2;2. Quartal
34;40849.0;60157.5;1.0;36.0;K1013;E1;3. Quartal
67;80824.0;132575.6;1.0;52.0;K0607;E3;3. Quartal
52;63832.0;84810.82;0.0;35.0;K0181;E2;2. Quartal
58;48580.0;77722.17;1.0;32.0;K0302;E2;2. Quartal
64;71888.0;108277.84;0.0;49.0;K0907;E2;4. Quartal
31;29275.0;51628.74;1.0;30.0;K0854;E1;2. Quartal
41;39563.0;78550.75;1.0;39.0;K0867;E1;3. Quartal
55;59442.0;88964.7;1.0;36.0;K0821;E2;2. Quartal
68;67429.0;100668.95;0.0;54.0;K0797;E1;2. Quartal
54;71244.0;92301.85;1.0;51.0;K0518;E2;3. Quartal
45;50903.0;79988.48;1.0;52.0;K0373;E1;3. Quartal
36;69703.0;86119.52;0.0;50.0;K0046;E3;2. Quartal
66;76920.0;113661.11;1.0;53.0;K0477;E3;2. Quartal
32;52664.0;72598.33;1.0;53.0;K0158;E3;3. Quartal
46;58260.0;104933.18;1.0;43.0;K0891;E2;2. Quartal
41;59921.0;111734.31;0.0;40.0;K0172;E2;2. Quartal
31;42377.0;69094.76;1.0;31.0;K0017;E1;2. Quartal
60;64260.0;95392.37;0.0;33.0;K0512;E2;2. Quartal
43;42342.0;66374.97;1.0;37.0;K0049;E1;2. Quartal
33;30037.0;62787.47;1.0;28.0;K0192;E1;4. Quartal
52;84942.0;110785.84;1.0;49.0;K1000;E2;4. Quartal
64;84143.0;106701.56;0.0;42.0;K0516;E2;2. Quartal
39;40159.0;67170.69;1.0;37.0;K1102;E2;3. Quartal
63;71039.0;98163.51;1.0;48.0;K0822;E3;4. Quartal
64;64626.0;113550.22;0.0;55.0;K0481;E3;4. Quartal
67;93757.0;134096.72;1.0;54.0;K0284;E3;2. Quartal
35;52473.0;86012.47;1.0;57.0;K0860;E3;1. Quartal
32;47570.0;82420.11;1.0;38.0;K0787;E2;2. Quartal
57;73261.0;95081.32;0.0;52.0;K0226;E1;3. Quartal
56;61920.0;94455.39;1.0;49.0;K0027;E3;2. Quartal
43;70080.0;94723.69;0.0;48.0;K0933;E2;2. Quartal
56;74505.0;103566.8;1.0;50.0;K0438;E3;2. Quartal
42;70246.0;94369.73;1.0;44.0;K1075;E2;4. Quartal
34;24647.0;49746.45;1.0;26.0;K0365;E1;3. Quartal
59;61009.0;103904.6;0.0;40.0;K0230;E2;3. Quartal
33;41309.0;82824.09;1.0;25.0;K0038;E1;4. Quartal
46;62109.0;79387.46;1.0;50.0;K0670;E3;2. Quartal
34;45499.0;58717.86;1.0;40.0;K0750;E1;3. Quartal
30;37341.0;41316.33;1.0;32.0;K1088;E1;2. Quartal
59;56937.0;109491.66;1.0;55.0;K0375;E2;2. Quartal
40;41023.0;59175.54;0.0;49.0;K0470;E1;3. Quartal
43;53520.0;94866.27;1.0;44.0;K1089;E2;3. Quartal
41;31809.0;44588.0;1.0;27.0;K0688;E1;4. Quartal
33;43075.0;60255.17;1.0;37.0;K1012;E1;4. Quartal
53;43943.0;71806.29;1.0;35.0;K0842;E1;2. Quartal
43;48335.0;68096.85;0.0;42.0;K0870;E2;2. Quartal
67;72430.0;116130.92;1.0;43.0;K0195;E2;2. Quartal
55;52440.0;73482.49;0.0;41.0;K1043;E1;2. Quartal
66;79684.0;111685.27;0.0;44.0;K1027;E2;2. Quartal
41;49106.0;60659.78;1.0;35.0;K0504;E2;4. Quartal
31;32891.0;59486.79;0.0;34.0;K1090;E1;2. Quartal
65;79806.0;124673.13;0.0;69.0;K0988;E3;3. Quartal
67;93933.0;124053.4;0.0;61.0;K0580;E1;3. Quartal
37;45011.0;63758.96;1.0;38.0;K0161;E1;2. Quartal
57;68984.0;81325.05;0.0;41.0;K0681;E1;1. Quartal
64;70698.0;118855.24;1.0;45.0;K1041;E2;2. Quartal
38;49724.0;69448.24;0.0;33.0;K0163;E3;2. Quartal
47;51053.0;89354.82;1.0;49.0;K0706;E2;4. Quartal
37;66600.0;86748.87;1.0;49.0;K1015;E2;3. Quartal
62;64538.0;113786.43;1.0;49.0;K0153;E2;2. Quartal
48;48903.0;59895.32;0.0;38.0;K0817;E3;2. Quartal
49;65479.0;92555.99;1.0;45.0;K0866;E2;2. Quartal
38;61052.0;93849.29;1.0;39.0;K0903;E2;3. Quartal
64;79138.0;114319.8;0.0;59.0;K0112;E3;3. Quartal
54;70130.0;127478.45;1.0;46.0;K0227;E2;4. Quartal
66;74400.0;114577.68;1.0;51.0;K0824;E3;2. Quartal
53;59879.0;92542.02;1.0;39.0;K0104;E2;2. Quartal
34;39127.0;71127.46;0.0;27.0;K0422;E1;2. Quartal
52;77055.0;121764.28;1.0;60.0;K0420;E2;1. Quartal
64;91409.0;140161.07;1.0;76.0;K0897;E3;3. Quartal
66;86787.0;127064.84;0.0;54.0;K0587;E3;3. Quartal
68;80968.0;135002.85;1.0;47.0;K0931;E3;2. Quartal
38;45470.0;72615.51;1.0;40.0;K0673;E1;3. Quartal
68;80444.0;131551.59;1.0;44.0;K0120;E3;4. Quartal
31;33214.0;58416.51;1.0;31.0;K0054;E1;4. Quartal
68;73781.0;120941.76;0.0;55.0;K0152;E3;2. Quartal
58;54668.0;99426.78;1.0;42.0;K0404;E2;1. Quartal
48;45545.0;75700.83;0.0;30.0;K1103;E3;2. Quartal
32;35961.0;42830.37;0.0;28.0;K0208;E1;2. Quartal
34;43862.0;91438.09;1.0;32.0;K0659;E1;2. Quartal
69;84021.0;133358.19;1.0;56.0;K1005;E3;2. Quartal
58;48755.0;95736.22;1.0;43.0;K0911;E2;3. Quartal
40;50085.0;68956.52;0.0;42.0;K0009;E2;3. Quartal
58;67540.0;106543.4;1.0;47.0;K0960;E3;4. Quartal
47;63067.0;102867.75;1.0;41.0;K0037;E2;4. Quartal
42;47953.0;65155.0;1.0;45.0;K0453;E1;2. Quartal
70;86609.0;142906.55;1.0;60.0;K0652;E2;2. Quartal
67;53207.0;90531.33;1.0;41.0;K0254;E2;3. Quartal
64;82125.0;99958.46;0.0;66.0;K0304;E3;3. Quartal
40;40278.0;45917.71;1.0;37.0;K0893;E2;2. Quartal
70;80568.0;120515.75;0.0;43.0;K0572;E3;3. Quartal
62;70035.0;98348.59;1.0;52.0;K0624;E3;2. Quartal
33;41209.0;56426.61;1.0;30.0;K0849;E1;2. Quartal
63;-10000000000.0;101554.64;1.0;49.0;K1104;E2;4. Quartal
35;41525.0;75726.31;1.0;30.0;K0851;E1;2. Quartal
47;67211.0;84216.96;1.0;45.0;K0263;E3;3. Quartal
37;48132.0;63544.0;1.0;32.0;K0611;E1;2. Quartal
64;72069.0;116154.84;1.0;47.0;K0298;E3;2. Quartal
68;107689.0;165482.31;1.0;60.0;K0415;E3;2. Quartal
54;56914.0;83783.08;0.0;36.0;K0151;E1;1. Quartal
62;73197.0;115604.15;0.0;41.0;K0939;E3;2. Quartal
57;40366.0;58229.04;1.0;23.0;K0779;E1;2. Quartal
47;55970.0;76520.05;1.0;40.0;K0641;E3;3. Quartal
70;73211.0;121272.09;0.0;64.0;K1040;E3;3. Quartal
51;51743.0;91562.01;1.0;42.0;K0551;E3;2. Quartal
62;75303.0;116978.57;1.0;48.0;K0942;E3;4. Quartal
66;64077.0;109821.52;1.0;48.0;K0489;E1;2. Quartal
35;35300.0;58384.57;1.0;33.0;K0820;E1;2. Quartal
67;10000000000.0;112500.75;1.0;57.0;K0711;E3;4. Quartal
59;79235.0;130383.85;0.0;68.0;K0148;E2;3. Quartal
49;52215.0;87326.82;1.0;37.0;K0147;E1;4. Quartal
48;54204.0;86153.64;0.0;54.0;K0863;E2;4. Quartal
45;40446.0;76851.18;0.0;41.0;K0346;E1;2. Quartal
69;79491.0;127058.7;1.0;74.0;K0885;E3;4. Quartal
38;46165.0;60325.44;1.0;35.0;K1036;E2;2. Quartal
60;56507.0;84172.64;0.0;41.0;K0660;E3;4. Quartal
65;69167.0;110950.37;1.0;42.0;K0771;E2;2. Quartal
52;81387.0;91299.91;1.0;55.0;K0349;E2;3. Quartal
39;47664.0;71040.72;1.0;36.0;K0464;E2;2. Quartal
31;43389.0;52734.87;0.0;47.0;K0326;E2;2. Quartal
31;39617.0;60089.79;1.0;35.0;K0187;E2;3. Quartal
44;52258.0;72060.58;0.0;47.0;K0124;E3;4. Quartal
57;76694.0;120681.69;0.0;58.0;K1016;E3;4. Quartal
53;66225.0;78191.01;1.0;49.0;K0609;E1;3. Quartal
35;56593.0;74955.3;1.0;51.0;K0144;E1;2. Quartal
57;60125.0;89090.25;1.0;41.0;K0752;E1;2. Quartal
58;56452.0;86683.9;0.0;37.0;K1082;E1;3. Quartal
63;76247.0;103879.52;1.0;40.0;K0198;E3;2. Quartal
57;81624.0;123507.46;1.0;63.0;K0610;E3;4. Quartal
32;55589.0;60798.72;0.0;44.0;K0837;E2;2. Quartal
41;28790.0;55293.51;0.0;44.0;K0280;E2;2. Quartal
62;68397.0;92611.11;0.0;49.0;K0294;E3;2. Quartal
65;52291.0;83234.33;0.0;40.0;K0989;E2;4. Quartal
45;46062.0;61105.39;2.0;25.0;K0401;E1;2. Quartal
44;57848.0;81081.18;1.0;43.0;K0123;E3;2. Quartal
62;73353.0;104733.83;0.0;51.0;K0184;E1;2. Quartal
62;75407.0;115505.36;1.0;55.0;K0203;E1;2. Quartal
49;63205.0;92627.74;0.0;35.0;K0439;E2;2. Quartal
38;46525.0;80802.74;1.0;34.0;K0836;E1;3. Quartal
49;73660.0;107200.27;1.0;51.0;K0247;E3;3. Quartal
65;72055.0;105462.29;1.0;51.0;K0416;E3;2. Quartal
54;55557.0;72637.98;1.0;38.0;K0927;E2;3. Quartal
70;77481.0;114318.99;1.0;60.0;K0914;E3;1. Quartal
63;69742.0;94365.56;1.0;43.0;K1050;E3;2. Quartal
64;65754.0;95513.44;1.0;53.0;K0918;E2;3. Quartal
33;47124.0;79603.78;1.0;35.0;K0053;E2;3. Quartal
33;37491.0;53138.58;0.0;32.0;K0130;E1;3. Quartal
34;27982.0;31074.53;0.0;28.0;K0638;E1;3. Quartal
51;58438.0;90811.71;1.0;52.0;K0403;E1;4. Quartal
67;69567.0;128522.22;1.0;53.0;K0935;E3;4. Quartal
34;23826.0;48808.86;0.0;34.0;K0921;E1;2. Quartal
45;62178.0;85463.8;1.0;46.0;K0736;E3;2. Quartal
44;68447.0;96292.93;0.0;47.0;K0855;E3;2. Quartal
53;59694.0;91743.18;1.0;40.0;K1053;E2;2. Quartal
69;74254.0;102553.46;1.0;63.0;K0220;E3;4. Quartal
61;74239.0;106676.91;1.0;65.0;K0642;E3;2. Quartal
58;65271.0;106258.99;2.0;44.0;K0002;E2;2. Quartal
60;73978.0;109383.25;0.0;44.0;K0899;E3;4. Quartal
59;80507.0;122494.92;1.0;52.0;K1076;E3;3. Quartal
36;27831.0;38628.85;0.0;37.0;K0081;E1;3. Quartal
49;58030.0;102268.68;1.0;38.0;K0625;E1;1. Quartal
67;88160.0;116308.36;0.0;67.0;K0997;E3;4. Quartal
69;80988.0;130219.27;0.0;57.0;K0909;E2;2. Quartal
30;40170.0;63566.56;1.0;44.0;K0387;E1;2. Quartal
59;63905.0;94428.01;1.0;38.0;K1092;E1;3. Quartal
33;41016.0;61945.93;0.0;36.0;K0807;E2;1. Quartal
57;57867.0;78941.48;0.0;35.0;K0510;E2;2. Quartal
65;73022.0;100337.77;0.0;64.0;K0268;E1;4. Quartal
67;78366.0;109630.95;1.0;55.0;K0973;E2;2. Quartal
64;67455.0;116446.72;1.0;38.0;K0442;E3;3. Quartal
46;46352.0;76759.63;1.0;22.0;K0497;E2;2. Quartal
33;34894.0;60765.14;1.0;29.0;K0830;E2;4. Quartal
66;70138.0;102407.29;1.0;59.0;K0113;E1;2. Quartal
59;61988.0;83817.23;0.0;34.0;K0692;E1;2. Quartal
45;62886.0;91266.15;1.0;50.0;K0233;E1;3. Quartal
65;82579.0;119442.59;0.0;52.0;K0472;E1;2. Quartal
41;38158.0;49170.73;0.0;37.0;K0608;E1;2. Quartal
43;41643.0;68969.85;0.0;25.0;K0672;E1;3. Quartal
42;63339.0;90132.53;1.0;54.0;K0374;E2;2. Quartal
50;45848.0;48780.22;1.0;47.0;K0827;E1;4. Quartal
52;58625.0;113237.35;1.0;46.0;K0664;E1;3. Quartal
42;41463.0;74976.67;1.0;43.0;K1004;E2;2. Quartal
55;66624.0;94540.15;1.0;36.0;K0234;E2;4. Quartal
66;95730.0;138765.11;1.0;63.0;K0819;E3;4. Quartal
62;66385.0;110890.06;1.0;45.0;K0936;E1;2. Quartal
30;28784.0;42416.07;1.0;34.0;K0677;E1;3. Quartal
54;72215.0;117790.98;1.0;42.0;K0318;E3;2. Quartal
42;55975.0;80767.86;0.0;38.0;K0649;E2;3. Quartal
45;60218.0;102902.04;1.0;41.0;K0411;E2;2. Quartal
40;40385.0;60570.44;0.0;38.0;K1044;E1;3. Quartal
63;58435.0;87561.26;1.0;47.0;K0710;E2;2. Quartal
51;40228.0;64816.33;1.0;31.0;K0359;E1;3. Quartal
64;64196.0;107141.39;1.0;48.0;K0259;E2;2. Quartal
56;81045.0;125101.5;0.0;58.0;K0745;E3;2. Quartal
58;49747.0;77878.69;1.0;48.0;K0628;E2;2. Quartal
34;65070.0;98105.63;1.0;57.0;K0633;E2;3. Quartal
59;76842.0;94309.74;0.0;47.0;K0283;E3;2. Quartal
46;40684.0;66968.71;1.0;36.0;K0377;E1;4. Quartal
41;46713.0;49617.32;1.0;40.0;K0385;E2;3. Quartal
40;50730.0;69432.02;1.0;30.0;K0225;E2;2. Quartal
61;59927.0;100903.48;1.0;47.0;K1079;E3;2. Quartal
51;47827.0;71298.43;1.0;39.0;K0967;E1;2. Quartal
54;60025.0;74740.62;1.0;42.0;K0473;E2;2. Quartal
41;62740.0;91641.0;0.0;52.0;K0348;E3;2. Quartal
48;45333.0;65343.65;1.0;40.0;K0506;E1;3. Quartal
30;41029.0;70761.65;0.0;32.0;K0640;E1;2. Quartal
32;23753.0;40179.55;0.0;22.0;K1099;E1;4. Quartal
46;51329.0;77922.3;1.0;32.0;K0798;E1;2. Quartal
42;48275.0;70990.88;1.0;42.0;K0340;E2;3. Quartal
65;60136.0;116989.74;1.0;44.0;K0556;E2;3. Quartal
65;55071.0;90033.88;1.0;41.0;K0620;E1;4. Quartal
43;52541.0;79916.64;0.0;36.0;K1020;E3;3. Quartal
62;79399.0;125617.3;0.0;56.0;K0955;E1;3. Quartal
54;64748.0;104496.28;1.0;47.0;K0646;E1;4. Quartal
62;57795.0;85730.62;0.0;38.0;K1008;E3;2. Quartal
35;59218.0;89824.77;0.0;33.0;K0557;E2;1. Quartal
60;71186.0;115349.19;1.0;53.0;K0682;E2;2. Quartal
54;55199.0;64942.31;1.0;59.0;K0578;E2;3. Quartal
39;61809.0;80843.31;1.0;44.0;K0796;E3;3. Quartal
53;61613.0;99068.03;1.0;50.0;K0086;E3;2. Quartal
64;71112.0;121577.09;1.0;55.0;K0243;E3;2. Quartal
31;44046.0;51186.35;1.0;31.0;K0699;E1;2. Quartal
69;72349.0;103823.85;1.0;61.0;K0839;E1;2. Quartal
35;55716.0;63069.62;1.0;25.0;K0160;E1;2. Quartal
43;53186.0;93969.09;1.0;43.0;K0525;E1;3. Quartal
68;79182.0;125939.52;1.0;48.0;K0036;E2;3. Quartal
38;59079.0;92587.82;1.0;56.0;K0541;E2;2. Quartal
70;95326.0;133593.66;1.0;66.0;K0171;E3;3. Quartal
50;48277.0;88936.09;1.0;47.0;K0655;E3;2. Quartal
50;78249.0;114846.09;1.0;55.0;K0749;E3;3. Quartal
69;-1000000000.0;125140.05;1.0;65.0;K1021;E3;3. Quartal
69;77887.0;126098.91;0.0;51.0;K1009;E3;3. Quartal
61;94363.0;137974.71;1.0;50.0;K0485;E3;3. Quartal
60;61431.0;105250.41;1.0;33.0;K0734;E2;2. Quartal
34;46252.0;62891.18;0.0;39.0;K0900;E1;3. Quartal
57;60138.0;102300.93;1.0;35.0;K0096;E1;2. Quartal
48;57825.0;94299.04;1.0;31.0;K0564;E1;4. Quartal
38;35214.0;50205.8;1.0;32.0;K0241;E1;3. Quartal
61;65648.0;100202.5;0.0;51.0;K0743;E2;2. Quartal
49;60621.0;81988.0;1.0;41.0;K0864;E2;4. Quartal
32;61059.0;81549.78;0.0;47.0;K0575;E2;4. Quartal
59;60769.0;72785.83;1.0;53.0;K0691;E3;2. Quartal
37;60379.0;83542.5;0.0;59.0;K0461;E3;2. Quartal
38;51844.0;60596.45;1.0;31.0;K0892;E2;4. Quartal
54;71830.0;113981.18;1.0;44.0;K0554;E2;3. Quartal
55;75123.0;97596.04;1.0;55.0;K0858;E3;2. Quartal
30;29432.0;61522.97;0.0;28.0;K1032;E1;2. Quartal
58;46940.0;78383.96;0.0;36.0;K0207;E2;2. Quartal
45;52953.0;69536.92;1.0;36.0;K0393;E3;4. Quartal
57;68942.0;96688.41;0.0;51.0;K0795;E3;2. Quartal
67;73602.0;124908.81;1.0;56.0;K0871;E2;2. Quartal
32;58361.0;71055.84;0.0;46.0;K0398;E2;4. Quartal
51;71583.0;99159.39;0.0;59.0;K0767;E3;3. Quartal
41;50856.0;87967.12;1.0;42.0;K1010;E3;2. Quartal
70;73363.0;111223.31;0.0;54.0;K0218;E3;1. Quartal
50;56621.0;92898.67;0.0;40.0;K0005;E3;2. Quartal
46;49781.0;73484.48;0.0;48.0;K0769;E3;2. Quartal
40;43259.0;58493.0;1.0;36.0;K0643;E2;4. Quartal
58;67418.0;95613.26;0.0;65.0;K0462;E2;2. Quartal
31;27160.0;40495.11;0.0;26.0;K0943;E1;2. Quartal
65;60902.0;114790.5;1.0;52.0;K0613;E3;4. Quartal
69;67799.0;99345.38;0.0;55.0;K0739;E1;3. Quartal
67;81679.0;124223.23;0.0;57.0;K0961;E2;3. Quartal
67;74189.0;118596.14;0.0;44.0;K0547;E3;2. Quartal
60;70775.0;101574.15;0.0;64.0;K0987;E2;3. Quartal
34;52759.0;77110.67;1.0;53.0;K0726;E3;4. Quartal
58;68451.0;114851.71;1.0;45.0;K1097;E1;2. Quartal
68;84609.0;123507.33;1.0;54.0;K0684;E3;3. Quartal
37;48532.0;68786.85;0.0;32.0;K0099;E1;2. Quartal
49;69675.0;92342.53;1.0;51.0;K0805;E1;3. Quartal
35;24355.0;55167.61;1.0;32.0;K0728;E1;3. Quartal
30;36552.0;51200.08;0.0;21.0;K0574;E1;3. Quartal
34;44113.0;69211.99;1.0;34.0;K0407;E1;3. Quartal
65;68189.0;97143.57;0.0;36.0;K0503;E3;4. Quartal
64;77668.0;116246.65;0.0;63.0;K0048;E3;3. Quartal
36;24397.0;32833.88;0.0;38.0;K0033;E1;4. Quartal
37;44420.0;51519.02;1.0;26.0;K0930;E1;2. Quartal
52;60063.0;109287.55;1.0;31.0;K0780;E2;3. Quartal
66;94518.0;119618.58;0.0;62.0;K0840;E1;2. Quartal
40;55005.0;76273.78;2.0;47.0;K0201;E2;1. Quartal
44;43460.0;71339.81;0.0;45.0;K0135;E2;2. Quartal
57;83306.0;112854.14;1.0;53.0;K0028;E1;2. Quartal
3;55278.0;95883.59;1.0;46.0;K0041;E2;2. Quartal
38;54775.0;75261.51;1.0;40.0;K1018;E2;3. Quartal
64;89881.0;120551.98;0.0;55.0;K0231;E3;2. Quartal
41;57422.0;75053.42;1.0;47.0;K0490;E2;2. Quartal
37;30511.0;63585.76;0.0;29.0;K0773;E1;2. Quartal
57;66962.0;103890.1;1.0;47.0;K0379;E2;1. Quartal
63;65128.0;111253.56;1.0;42.0;K0289;E2;3. Quartal
66;80562.0;121433.27;1.0;48.0;K0419;E3;3. Quartal
30;23168.0;38984.74;1.0;23.0;K0392;E2;4. Quartal
70;76112.0;107199.46;1.0;60.0;K0593;E3;3. Quartal
56;65663.0;107678.5;1.0;55.0;K0648;E2;2. Quartal
52;77888.0;105968.69;1.0;59.0;K0521;E2;4. Quartal
44;47332.0;84281.71;0.0;36.0;K0065;E3;2. Quartal
32;43022.0;50811.55;1.0;36.0;K0015;E1;2. Quartal
54;65610.0;78467.12;1.0;59.0;K0493;E3;2. Quartal
55;69487.0;93455.52;1.0;50.0;K0380;E1;3. Quartal
55;76066.0;112809.53;0.0;52.0;K0188;E2;3. Quartal
56;76011.0;125585.18;1.0;63.0;K0764;E2;3. Quartal
36;51478.0;90484.89;1.0;32.0;K0217;E3;2. Quartal
44;52628.0;80768.14;0.0;47.0;K0792;E1;2. Quartal
39;50202.0;86793.36;1.0;30.0;K0879;E2;3. Quartal
54;58380.0;89265.3;1.0;45.0;K0338;E2;2. Quartal
39;57156.0;77986.08;1.0;39.0;K0720;E1;2. Quartal
48;51210.0;64363.81;1.0;29.0;K0296;E1;2. Quartal
60;57664.0;95386.14;0.0;51.0;K1017;E1;2. Quartal
31;36628.0;58605.27;0.0;33.0;K0456;E1;3. Quartal
69;77676.0;126864.71;1.0;62.0;K0816;E3;4. Quartal
33;38152.0;68310.6;0.0;26.0;K0270;E1;2. Quartal
69;65252.0;105771.99;1.0;42.0;K0996;E2;4. Quartal
45;49088.0;80749.79;0.0;39.0;K0202;E3;2. Quartal
56;66685.0;110938.59;1.0;55.0;K0162;E2;2. Quartal
42;22279.0;61502.53;1.0;20.0;K0730;E1;2. Quartal
66;85534.0;122017.62;1.0;59.0;K0402;E1;4. Quartal
63;81261.0;109555.23;1.0;48.0;K0703;E2;4. Quartal
32;26878.0;50126.6;1.0;36.0;K0566;E1;2. Quartal
70;84074.0;144045.32;1.0;57.0;K1022;E3;2. Quartal
30;52514.0;76020.69;1.0;27.0;K1026;E1;3. Quartal
45;54276.0;88859.4;1.0;43.0;K0206;E2;4. Quartal
0;48364.0;85707.42;1.0;35.0;K0035;E2;3. Quartal
51;69957.0;102053.63;0.0;51.0;K0776;E2;3. Quartal
36;40554.0;68345.72;1.0;24.0;K0509;E2;3. Quartal
57;78835.0;112307.45;1.0;55.0;K1091;E3;3. Quartal
62;71666.0;107104.52;1.0;59.0;K0092;E3;2. Quartal
59;79283.0;105625.52;1.0;59.0;K0898;E2;3. Quartal
68;61693.0;111218.49;0.0;52.0;K0565;E2;3. Quartal
43;57981.0;96036.67;0.0;55.0;K0777;E2;2. Quartal
70;80732.0;116569.27;1.0;52.0;K0242;E2;1. Quartal
53;70398.0;102062.3;0.0;48.0;K0014;E2;3. Quartal
32;53135.0;81152.36;1.0;53.0;K0316;E3;4. Quartal
40;53679.0;77410.61;1.0;41.0;K0601;E2;2. Quartal
63;82564.0;124742.75;1.0;59.0;K0388;E3;4. Quartal
44;47834.0;69642.73;1.0;44.0;K0167;E2;4. Quartal
65;62961.0;106364.96;1.0;56.0;K0841;E1;2. Quartal
31;27501.0;39695.86;1.0;22.0;K0021;E1;3. Quartal
51;61555.0;101804.21;0.0;36.0;K0647;E2;2. Quartal
40;42128.0;78281.31;1.0;40.0;K0832;E1;3. Quartal
55;45218.0;69467.58;1.0;34.0;K0563;E2;2. Quartal
48;43335.0;67948.2;1.0;27.0;K1078;E1;2. Quartal
32;43583.0;75274.62;0.0;37.0;K0687;E1;3. Quartal
56;42003.0;84471.99;0.0;43.0;K0958;E3;2. Quartal
35;41741.0;52271.78;0.0;38.0;K0190;E2;3. Quartal
65;79589.0;117896.45;0.0;57.0;K0976;E3;2. Quartal
40;76423.0;101008.49;0.0;51.0;K0700;E3;2. Quartal
43;59012.0;91000.76;1.0;44.0;K0511;E1;2. Quartal
59;-62840.374523;92837.59;0.0;46.0;K1083;E1;1. Quartal
65;58270.0;85983.74;1.0;38.0;K0475;E2;2. Quartal
37;57504.0;78406.83;1.0;40.0;K0857;E2;4. Quartal
48;59014.0;97451.48;1.0;48.0;K0748;E1;3. Quartal
65;70212.0;102160.74;1.0;45.0;K0253;E2;3. Quartal
50;49026.0;79076.93;0.0;36.0;K0022;E3;3. Quartal
55;61750.0;93666.44;1.0;52.0;K0460;E3;2. Quartal
32;34846.0;48990.25;0.0;25.0;K0277;E2;2. Quartal
59;68568.0;95476.41;0.0;41.0;K0956;E2;3. Quartal
30;62318.0;93943.58;1.0;50.0;K0386;E1;2. Quartal
54;84027.0;117270.4;1.0;58.0;K0806;E2;3. Quartal
30;29264.0;54886.03;1.0;21.0;K0344;E1;3. Quartal
55;71467.0;89954.18;1.0;59.0;K0770;E1;2. Quartal
59;68825.0;83303.72;0.0;60.0;K0131;E2;2. Quartal
66;58457.0;79415.76;1.0;35.0;K0872;E2;3. Quartal
46;46384.0;82034.0;1.0;37.0;K0088;E1;2. Quartal
69;96516.0;142208.17;1.0;64.0;K0331;E2;3. Quartal
70;69581.0;103751.58;1.0;51.0;K0467;E1;3. Quartal
38;48301.0;64230.98;1.0;33.0;K0122;E2;2. Quartal
67;63547.0;103123.57;1.0;41.0;K1045;E3;4. Quartal
37;32686.0;49215.87;1.0;36.0;K1096;E1;3. Quartal
55;71240.0;106132.59;1.0;49.0;K0861;E3;2. Quartal
